Ensembl ID#,S2-013-1,S2-013-2,S2-013-3,S2-LM7AA-1,S2-LM7AA-2,S2-LM7AA-3,Suit2-1,Suit2-2,Suit2-3,Suit2-OE-1,Suit2-OE-2,Suit2-OE-3
ENSG00000000003.15,2090,2008,2017,1286,2424,1572,1724,1622,1256,1600,2580,2322
ENSG00000000005.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000000419.12,4202,3327,3991,3753,6071,4514,3841,3545,2552,3107,3704,5425
ENSG00000000457.14,464,423,409,246,496,279,292,200,224,302,408,397
ENSG00000000460.17,1589,1297,1197,983,1739,916,972,688,709,912,975,1163
ENSG00000000938.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000000971.15,0,0,0,0,1,0,1,0,0,2,2,0
ENSG00000001036.14,6278,5358,6130,3032,5385,3913,2302,2078,1709,2705,3228,4088
ENSG00000001084.13,3053,2364,2577,2070,3708,2564,3114,2068,1935,2332,2378,3592
ENSG00000001167.14,2590,1956,1931,1849,3254,1864,1679,1109,1088,1813,1964,2369
ENSG00000001460.18,347,337,311,171,324,167,177,161,147,191,258,233
ENSG00000001461.17,2332,1933,1906,687,1327,893,795,667,625,928,1413,1236
ENSG00000001497.16,5167,3771,4498,3158,5325,3900,2508,2504,1979,2881,2592,4211
ENSG00000001561.7,977,896,748,1220,2273,1146,963,647,741,1068,1305,1245
ENSG00000001617.12,107,87,84,36,30,28,44,49,43,106,123,131
ENSG00000001626.15,160,190,127,2616,5995,3824,2340,1330,1491,4694,8372,6212
ENSG00000001629.10,4161,3447,3018,2972,5194,2666,2720,1720,2085,2930,3984,3690
ENSG00000001630.17,80,52,71,65,105,113,47,24,27,53,76,83
ENSG00000001631.15,232,189,196,140,253,192,136,99,88,115,166,229
ENSG00000002016.18,322,277,263,370,611,401,348,257,205,317,308,450
ENSG00000002079.14,132,120,102,38,51,45,43,30,29,57,65,70
ENSG00000002330.13,180,172,213,151,226,202,61,67,64,113,156,190
ENSG00000002549.12,4741,3732,4144,3111,5334,3838,2524,2261,1918,3016,3028,4234
ENSG00000002586.20,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000002586.20_PAR_Y,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002587.10,12942,11136,11467,11713,22439,14834,8805,7583,6121,13620,14642,16434
ENSG00000002726.20,64,49,55,258,577,381,589,757,686,557,910,668
ENSG00000002745.13,276,203,188,82,143,86,200,121,163,187,216,252
ENSG00000002746.15,1,3,0,2,6,2,0,0,1,2,3,2
ENSG00000002822.15,45,49,38,13,26,7,10,8,1,10,13,23
ENSG00000002834.18,27188,21188,22007,15115,24913,16855,13430,10177,9483,16359,17421,21004
ENSG00000002919.14,1492,1274,1523,867,1556,1205,806,730,654,966,1110,1394
ENSG00000002933.9,0,0,0,429,778,572,293,346,290,183,444,232
ENSG00000003056.8,6632,5271,5539,4635,7517,5175,4444,3816,3549,4611,4997,6754
ENSG00000003096.14,28,28,34,392,685,415,44,36,29,109,110,106
ENSG00000003137.8,460,390,397,200,363,181,61,26,39,174,152,184
ENSG00000003147.19,363,366,302,276,417,249,285,220,216,349,584,406
ENSG00000003249.13,1515,1439,1394,475,779,499,295,274,187,405,665,475
ENSG00000003393.15,2379,2062,1857,1080,1951,1141,1038,686,879,1232,1475,1593
ENSG00000003400.14,418,384,388,219,436,243,261,208,186,326,562,424
ENSG00000003402.20,3084,2434,2318,1853,3405,2308,1912,1668,1644,2056,2601,2839
ENSG00000003436.16,2841,2347,2306,3094,5640,3247,3646,2741,2490,3680,5519,4939
ENSG00000003509.16,1357,1083,1242,640,1320,849,825,637,622,719,855,1042
ENSG00000003756.17,1515,1252,1357,1315,2655,1579,1316,971,887,1155,1445,1809
ENSG00000003987.14,44,59,36,50,71,57,28,16,16,27,22,39
ENSG00000003989.17,2429,1827,1637,3609,5730,3094,1949,1187,1477,2050,2618,2629
ENSG00000004059.11,2836,2274,2909,1760,3082,2425,1366,1423,1119,1984,2595,2880
ENSG00000004139.14,198,226,168,200,308,212,185,132,128,234,301,287
ENSG00000004142.12,9045,7114,8298,6271,10607,8352,6180,5490,4324,6403,6171,8960
ENSG00000004399.12,4700,4037,3625,1891,3586,2068,1165,953,925,2252,2718,2278
ENSG00000004455.17,18946,14845,16985,9304,16505,11606,10059,8415,6964,9702,10254,14625
ENSG00000004468.13,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000004478.8,9932,7532,8915,8208,13796,11227,9534,8669,7089,8404,8022,12706
ENSG00000004487.16,6621,5188,5934,4118,7344,5048,3696,2749,2461,3877,4218,5351
ENSG00000004534.15,3002,2400,2491,2495,4445,2895,2308,1615,1633,2140,2392,3321
ENSG00000004660.15,819,852,925,311,666,439,241,262,234,319,342,408
ENSG00000004700.16,3049,2436,2304,2698,4756,2969,1923,1327,1422,1990,2506,2974
ENSG00000004766.17,1262,1025,994,995,1766,1055,947,641,755,895,1226,1215
ENSG00000004776.13,0,3,3,0,2,0,1,0,0,4,1,0
ENSG00000004777.18,828,653,717,437,798,468,341,233,245,479,388,546
ENSG00000004779.10,2031,1444,1891,2202,4021,3058,2396,2317,1615,1922,2367,3408
ENSG00000004799.8,1019,883,807,306,677,336,339,187,185,464,681,546
ENSG00000004809.14,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000004838.14,31,15,30,22,39,23,10,6,14,17,29,16
ENSG00000004846.16,0,0,0,0,0,0,0,2,0,1,0,0
ENSG00000004848.8,37,27,28,11,22,17,3,6,1,7,19,10
ENSG00000004864.13,1578,1180,1180,1442,2427,1573,1142,891,825,1068,1220,1533
ENSG00000004866.20,757,633,570,737,1316,793,645,584,501,654,786,902
ENSG00000004897.12,10578,8217,7623,6024,10379,5641,5378,3793,4011,5104,6073,6529
ENSG00000004939.15,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000004948.15,1,0,0,3,11,3,7,5,8,9,19,13
ENSG00000004961.15,2577,1843,2400,1563,2631,2066,1448,1309,1014,1314,1462,2065
ENSG00000004975.12,2971,2495,2657,1578,2567,1803,1049,927,793,1477,1517,1876
ENSG00000005001.10,29,12,20,4,8,4,44,66,41,66,61,97
ENSG00000005007.12,10091,7298,7390,5719,9778,6504,5155,4078,3779,7140,6393,8797
ENSG00000005020.13,5870,4641,4578,3957,6482,3899,3353,3005,3104,3748,5054,4880
ENSG00000005022.6,25752,21391,25695,15146,25836,20537,14731,14308,10830,13854,16861,21963
ENSG00000005059.16,1382,1155,1240,1729,3038,2060,1280,1094,914,1392,1860,1971
ENSG00000005073.5,0,2,0,5,0,1,2,1,2,2,4,1
ENSG00000005075.15,1495,1154,1472,1116,1888,1736,900,1000,634,1042,1175,1781
ENSG00000005100.13,3886,2904,2871,2390,3869,2504,2339,1499,1584,2321,1941,3166
ENSG00000005102.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005108.16,0,1,0,1,1,0,5,2,4,13,21,13
ENSG00000005156.12,2579,2050,1989,1277,2239,1412,1362,950,971,1296,1270,1819
ENSG00000005175.10,6562,5068,5088,3923,6961,4142,3447,2640,2527,2984,3410,4497
ENSG00000005187.12,364,351,375,1169,2522,1891,1200,775,679,1286,2246,1927
ENSG00000005189.19,561,454,522,559,951,669,492,359,362,429,542,636
ENSG00000005194.15,3828,2979,3536,2524,4394,3405,2425,2200,1784,2340,2292,3268
ENSG00000005206.17,1194,1057,1130,809,1708,991,572,463,355,865,848,1028
ENSG00000005238.19,807,734,675,486,785,520,460,411,332,601,729,759
ENSG00000005243.10,5,0,5,97,167,112,42,30,20,42,69,73
ENSG00000005249.13,23,33,18,41,44,29,4,3,1,10,21,24
ENSG00000005302.19,1463,1258,1330,1127,1872,1239,837,664,642,927,998,1367
ENSG00000005339.14,3673,3018,2380,2442,4059,2158,2120,1107,1445,2657,2995,2915
ENSG00000005379.17,52,84,72,21,28,11,15,14,9,24,51,36
ENSG00000005381.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005421.9,3,4,3,0,2,0,0,0,0,3,1,1
ENSG00000005436.14,1446,1020,1147,700,1283,757,816,707,653,740,923,1077
ENSG00000005448.16,2042,1823,2197,690,1193,912,542,596,338,980,1347,1191
ENSG00000005469.11,538,492,495,530,1006,607,403,332,254,401,560,643
ENSG00000005471.17,3,4,1,4,4,1,4,3,6,4,7,10
ENSG00000005483.21,3258,2888,2458,2168,3884,1955,1981,1435,1469,2094,3239,2730
ENSG00000005486.17,2623,2258,2424,1951,3526,2507,1554,1250,1070,2365,2552,2654
ENSG00000005513.10,10,8,21,5,15,11,10,8,7,12,16,16
ENSG00000005700.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005801.18,1612,1247,1234,873,1647,923,994,730,620,883,902,1230
ENSG00000005810.18,1679,1500,1018,1552,2687,1264,1293,499,991,1183,1739,1408
ENSG00000005812.11,2331,1919,1917,2134,3711,2208,1754,1462,1308,1587,2259,2491
ENSG00000005844.18,0,1,0,1,2,0,0,0,0,0,2,0
ENSG00000005882.12,914,929,918,536,922,627,364,327,333,608,909,686
ENSG00000005884.18,42910,33835,31856,27704,46860,29033,20272,17815,17581,25684,25592,30792
ENSG00000005889.15,2488,1928,1805,1149,1969,1148,1088,661,720,1023,1311,1392
ENSG00000005893.15,6018,4870,4883,4217,7147,4178,3045,2529,2286,3487,4494,4654
ENSG00000005961.19,36,43,38,20,43,22,7,3,3,24,38,23
ENSG00000005981.13,9,8,5,1,1,0,0,1,0,1,5,0
ENSG00000006007.12,6021,4910,4931,5243,8893,6023,4296,3339,2801,4286,4957,5860
ENSG00000006015.17,1251,1027,1371,692,1357,1062,470,493,328,851,728,1105
ENSG00000006016.11,252,311,306,26,34,16,10,9,8,27,30,21
ENSG00000006025.12,588,549,503,398,802,476,593,529,347,614,681,915
ENSG00000006042.12,29,24,29,39,54,28,163,165,167,127,240,179
ENSG00000006047.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006059.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006062.17,2745,1579,1848,1182,2114,1326,738,480,445,1099,615,1178
ENSG00000006071.14,25,16,22,3,1,9,12,9,11,8,14,21
ENSG00000006116.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006118.14,3956,2682,3101,2351,4072,2687,1016,931,756,2074,1747,2187
ENSG00000006125.18,57843,46435,42098,27734,44884,27026,24599,17022,18397,24362,30865,33021
ENSG00000006128.12,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000006194.10,1779,1316,1474,1177,2098,1500,1139,1009,896,1353,1302,1749
ENSG00000006210.7,5,2,11,15,10,1,1,1,0,1,0,1
ENSG00000006282.21,2449,2095,2412,1395,2557,1685,1551,1318,1061,1991,2280,2530
ENSG00000006283.18,25,25,40,21,20,23,17,8,7,21,11,22
ENSG00000006327.13,8234,5055,6404,6100,10165,7483,5120,5025,3807,5700,4267,7599
ENSG00000006377.11,145,139,147,91,187,109,73,62,65,110,116,134
ENSG00000006432.15,1683,1357,1212,621,1081,601,617,362,412,666,779,876
ENSG00000006451.8,3188,2402,2563,2521,4537,2818,1829,1516,1264,1890,2295,2808
ENSG00000006453.14,2853,2404,2606,2205,4091,2907,3327,2730,2353,2788,3357,4203
ENSG00000006459.11,289,266,176,141,269,116,131,71,102,105,259,128
ENSG00000006468.14,1497,1574,1222,1130,2318,1161,903,648,712,947,1858,1234
ENSG00000006530.18,702,510,515,486,833,519,366,269,294,383,420,516
ENSG00000006534.16,1802,1674,1695,1225,2070,1470,761,963,756,1568,1913,1507
ENSG00000006555.11,466,432,474,263,503,361,601,511,453,773,919,1030
ENSG00000006576.16,3587,2601,2746,2764,4956,2823,2083,1292,1401,2181,2212,2680
ENSG00000006606.8,1,1,0,2,5,1,0,0,1,0,0,1
ENSG00000006607.14,3295,2658,2510,1889,3352,2071,2691,1748,1677,2562,3100,3432
ENSG00000006611.16,1791,1901,2089,1225,2318,1768,1165,1107,947,1311,2072,1763
ENSG00000006625.18,868,657,994,416,809,791,470,424,267,350,562,843
ENSG00000006634.8,3562,2468,2630,2461,3939,2472,2290,1638,1722,2115,2039,2981
ENSG00000006638.11,29,40,43,16,24,12,1,4,2,22,8,7
ENSG00000006652.14,2878,1835,2053,2130,3594,2528,1457,994,814,1321,1130,1915
ENSG00000006659.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006695.12,1268,978,1004,724,1200,906,754,611,488,746,830,1089
ENSG00000006704.10,1662,1404,1421,911,1594,1085,741,668,583,996,1117,1336
ENSG00000006712.15,3404,3207,3637,2167,3549,2821,2166,1820,1604,2287,2648,3504
ENSG00000006715.16,3387,2717,2634,2210,3852,2276,1914,1467,1422,1988,2655,2477
ENSG00000006740.17,398,322,346,189,321,203,70,57,47,88,84,79
ENSG00000006744.19,5639,4136,4710,3278,5372,4053,3071,2449,2199,3399,3087,4396
ENSG00000006747.15,184,170,151,450,895,553,309,165,170,583,767,689
ENSG00000006756.16,661,655,600,517,983,633,605,405,447,876,1403,907
ENSG00000006757.12,480,428,437,302,541,392,279,250,198,383,582,493
ENSG00000006788.14,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006831.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006837.12,22,9,8,8,36,16,12,10,5,10,6,10
ENSG00000007001.12,4,3,2,0,1,1,1,1,0,1,4,4
ENSG00000007038.11,620,499,569,109,187,159,75,78,93,213,247,285
ENSG00000007047.15,979,867,947,653,1099,711,505,501,398,793,957,846
ENSG00000007062.11,2618,1999,2075,705,1049,630,1028,699,675,1530,1624,2007
ENSG00000007080.11,5352,4037,5328,3131,5740,4631,2324,2348,1591,3457,2881,4800
ENSG00000007129.18,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007168.13,7332,6255,6126,4578,8111,5183,3925,2726,2827,4124,5055,5602
ENSG00000007171.18,1,0,0,5,0,0,0,0,0,0,0,0
ENSG00000007174.18,0,1,2,0,0,0,1,0,0,0,1,0
ENSG00000007202.15,14618,11770,10748,8813,14278,9278,7869,4837,6002,8308,9691,11103
ENSG00000007216.14,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007237.18,3,6,3,9,8,7,2,2,0,4,18,10
ENSG00000007255.10,525,491,583,144,227,211,98,121,82,196,295,234
ENSG00000007264.15,0,1,0,1,0,0,0,1,0,1,0,0
ENSG00000007306.15,0,0,0,0,0,0,1,4,3,5,7,3
ENSG00000007312.12,2,0,4,0,0,3,1,0,0,0,1,0
ENSG00000007314.12,207,208,243,34,60,36,19,19,7,43,107,47
ENSG00000007341.19,1010,821,764,667,1229,736,643,476,428,644,687,853
ENSG00000007350.17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007372.23,797,791,673,555,877,484,332,248,195,492,595,591
ENSG00000007376.8,2388,1565,1985,1413,2550,2165,1500,1483,1016,1773,1332,2215
ENSG00000007384.15,1186,909,976,1175,2389,1477,1368,1078,867,1831,1901,2080
ENSG00000007392.16,2394,1804,2116,1613,3101,2185,1383,1130,893,1772,1462,2364
ENSG00000007402.11,5,8,8,5,14,12,3,6,5,6,20,12
ENSG00000007516.13,702,693,688,414,1020,613,441,435,382,818,947,897
ENSG00000007520.4,2278,1573,2200,1771,3077,2606,1462,1512,1131,2165,1638,2647
ENSG00000007541.16,1662,1369,1648,924,1855,1255,795,759,541,1145,1245,1542
ENSG00000007545.15,578,480,556,396,838,547,374,254,232,397,488,576
ENSG00000007866.21,1612,1588,1506,979,1907,1191,1141,979,855,1301,1824,1746
ENSG00000007908.16,2,11,9,2,1,0,2,0,0,4,9,1
ENSG00000007923.16,3973,2886,3371,2291,3947,2924,2380,1780,1655,2302,2169,3403
ENSG00000007933.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007944.15,580,500,556,571,884,595,443,377,278,523,734,695
ENSG00000007952.18,30,26,46,26,17,20,15,26,16,19,14,21
ENSG00000007968.7,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000008018.9,15835,13189,15728,7017,12710,9680,7202,6675,5061,7586,8498,11304
ENSG00000008056.14,6,3,7,6,4,0,1,0,0,3,5,0
ENSG00000008083.14,540,469,458,334,543,299,214,121,120,321,420,372
ENSG00000008086.12,242,265,154,285,514,220,139,37,76,174,302,208
ENSG00000008118.10,0,0,0,1,1,0,0,0,0,1,0,0
ENSG00000008128.23,56,44,69,26,70,85,32,30,14,41,37,69
ENSG00000008130.15,4075,3209,3736,2932,5415,3788,2432,2183,1864,3329,3309,4127
ENSG00000008196.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008197.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008226.20,9,5,9,9,18,10,17,8,6,9,12,22
ENSG00000008256.16,2763,2348,2509,1314,2223,1289,594,446,474,1076,1106,1199
ENSG00000008277.14,858,831,661,265,489,270,140,87,101,305,358,318
ENSG00000008282.8,10680,8560,8614,9178,15503,9171,8957,7863,6454,8239,10747,11901
ENSG00000008283.16,3599,3148,3412,3457,6181,4848,3303,2950,2301,4088,4721,5757
ENSG00000008294.21,8456,6988,6040,5304,9241,5179,4316,2841,3292,4086,5450,5465
ENSG00000008300.17,1275,1092,1021,1511,2894,1473,1056,507,730,1396,1671,1540
ENSG00000008311.15,2253,2043,1880,1322,2241,1366,601,354,391,953,1200,1090
ENSG00000008323.15,463,361,358,506,906,625,926,753,629,1081,1102,1323
ENSG00000008324.11,851,676,840,609,993,797,708,685,501,594,732,975
ENSG00000008382.15,257,230,341,137,299,252,99,110,85,165,262,253
ENSG00000008394.13,9152,7427,8433,7840,14506,10234,10983,11981,8903,7570,9887,13151
ENSG00000008405.12,4828,3071,3490,1446,2496,1632,1019,740,734,1399,1192,1846
ENSG00000008438.5,7,7,9,1,4,0,1,1,2,7,0,6
ENSG00000008441.16,2220,1922,1853,819,1191,803,488,402,404,686,915,800
ENSG00000008513.16,5779,4298,3927,2287,4267,2828,2788,1972,2118,2902,3244,3854
ENSG00000008516.17,9,15,10,3,9,6,6,3,3,8,1,9
ENSG00000008517.16,113,88,98,216,357,284,88,55,43,102,60,119
ENSG00000008710.19,2057,1786,1520,1586,2990,1599,1081,587,764,1898,1777,1769
ENSG00000008735.14,65,71,61,9,33,11,17,6,9,18,32,31
ENSG00000008838.20,4808,3960,4248,2957,4903,3520,2695,2236,2041,3370,3249,4316
ENSG00000008853.16,580,483,637,309,505,345,248,193,213,333,325,371
ENSG00000008869.12,1116,1110,842,723,1433,764,994,577,705,898,1258,1152
ENSG00000008952.17,10133,8430,8876,6631,11047,7557,6149,5765,4653,6060,7720,9187
ENSG00000008988.9,32572,28285,36823,21655,39435,35243,20155,19020,14012,20167,28877,35821
ENSG00000009307.16,47535,38283,38715,29868,50491,32536,26574,19966,18689,26899,32316,37935
ENSG00000009335.18,10991,8027,8347,7311,12619,7849,7357,5415,5523,7353,7849,9648
ENSG00000009413.15,3301,2906,2200,1390,2518,1153,1358,548,990,1218,1733,1477
ENSG00000009694.13,0,0,0,20,40,17,2,0,1,0,1,1
ENSG00000009709.12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009724.17,58,76,54,39,87,29,37,18,12,33,29,73
ENSG00000009765.14,0,0,0,0,0,1,1,1,0,4,1,0
ENSG00000009780.15,203,189,210,115,198,147,115,86,57,86,132,149
ENSG00000009790.15,1,2,0,1,6,0,1,1,0,2,1,0
ENSG00000009830.11,1363,1141,1239,680,1213,860,585,510,430,773,826,968
ENSG00000009844.16,7061,5566,5779,3392,5992,3795,3228,2755,2392,3064,3494,4317
ENSG00000009950.16,152,185,224,17,20,7,19,23,13,29,45,44
ENSG00000009954.11,12159,9592,9148,8354,13947,9033,7135,4579,5048,7598,8055,10393
ENSG00000010017.13,1667,1273,1190,1097,1921,1134,946,734,646,1031,1188,1457
ENSG00000010030.14,40,57,46,29,53,49,20,15,20,58,104,102
ENSG00000010072.16,1332,986,1094,876,1421,924,809,583,543,687,831,1004
ENSG00000010165.20,3168,2464,2877,1994,3368,2596,1871,1724,1398,1993,1816,3042
ENSG00000010219.13,251,252,262,281,537,401,297,259,184,289,390,452
ENSG00000010244.18,13550,10490,10619,6967,12336,7576,7689,6174,5000,7582,7634,10099
ENSG00000010256.11,11321,9181,10588,7222,13195,9784,6387,6230,4671,8689,9380,11271
ENSG00000010270.13,2254,1835,1994,2029,3296,2148,1493,1304,1085,1621,1876,2184
ENSG00000010278.14,20711,17586,19637,23600,40520,28312,18169,15561,12074,21557,24211,30045
ENSG00000010282.15,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000010292.13,24536,18551,19419,16771,25162,16885,13589,8654,10498,16037,17806,19110
ENSG00000010295.19,34,39,33,16,32,46,11,9,3,28,23,24
ENSG00000010310.9,69,129,122,53,129,60,39,25,18,78,159,96
ENSG00000010318.21,169,141,120,143,228,188,110,104,91,123,140,175
ENSG00000010319.7,112,101,130,44,48,63,20,16,19,34,62,50
ENSG00000010322.16,2463,2085,2237,1544,2892,1771,1424,1108,1004,1816,1772,2387
ENSG00000010327.10,0,2,0,5,1,2,1,0,0,1,0,1
ENSG00000010361.14,301,341,356,353,590,424,257,204,160,368,548,480
ENSG00000010379.16,0,2,0,0,0,3,1,0,0,2,1,1
ENSG00000010404.18,356,235,232,183,307,216,124,94,94,192,254,246
ENSG00000010438.16,1369,1246,1505,1357,2666,2245,2393,2436,1924,1921,2795,3415
ENSG00000010539.11,697,598,618,512,934,580,465,402,340,441,488,648
ENSG00000010610.10,0,1,1,3,6,5,1,1,1,1,0,1
ENSG00000010626.15,215,196,208,184,344,232,104,98,87,168,240,192
ENSG00000010671.15,0,0,2,1,1,1,2,0,0,0,1,3
ENSG00000010704.18,2138,2009,1980,1286,2298,1572,1271,965,824,1306,2213,1905
ENSG00000010803.16,1530,1173,1281,995,1472,1006,736,601,590,878,873,1076
ENSG00000010810.17,503,421,425,110,191,123,32,24,15,130,100,122
ENSG00000010818.10,1638,1533,1023,708,1211,581,547,289,414,649,1056,777
ENSG00000010932.17,17,13,10,5,8,5,2,3,1,7,4,10
ENSG00000011007.12,3909,2869,3246,2088,3418,2282,2272,1901,1711,2140,2033,3121
ENSG00000011009.11,3049,2480,2825,1546,2552,1957,1665,1708,1391,2157,2128,2730
ENSG00000011021.23,973,906,908,613,1175,614,462,337,291,579,693,704
ENSG00000011028.14,3378,3501,3478,1998,3636,2239,375,183,196,1467,2193,1485
ENSG00000011052.21,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011083.9,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000011105.14,2277,2069,2156,1453,2499,1790,531,425,382,1047,1169,1250
ENSG00000011114.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011132.12,449,411,374,327,665,352,245,190,173,362,359,499
ENSG00000011143.16,517,566,594,387,758,510,357,353,264,444,515,677
ENSG00000011198.10,1377,1300,1157,1108,1924,1180,1118,957,791,1059,1102,1520
ENSG00000011201.12,7,6,7,3,5,3,1,1,2,8,13,4
ENSG00000011243.18,900,770,821,656,1162,833,583,428,346,598,676,861
ENSG00000011258.16,1363,1356,1133,569,1071,597,641,377,403,638,1002,887
ENSG00000011260.14,7178,4977,5948,3776,6953,4997,3537,3110,2531,3329,3172,4916
ENSG00000011275.18,2399,1920,1924,2156,3848,2400,1556,1087,1101,2074,2079,2438
ENSG00000011295.16,4432,3564,3869,1660,2947,2024,1492,1153,1042,1876,2258,2557
ENSG00000011304.20,39139,26193,27847,24073,38880,26258,20253,14593,13652,26066,21044,29805
ENSG00000011332.19,256,166,197,154,295,203,95,99,82,158,113,188
ENSG00000011347.9,193,140,139,21,6,17,31,21,27,90,129,85
ENSG00000011376.12,2280,1811,1937,2440,3993,2745,2206,1622,1696,2280,2218,2986
ENSG00000011405.13,5440,4353,3391,3185,5918,2652,3388,1823,2297,2684,3607,3537
ENSG00000011422.12,953,586,612,619,994,617,468,423,340,579,544,757
ENSG00000011426.11,32394,22956,22694,18943,30214,16615,15293,9858,12969,14769,14421,17479
ENSG00000011451.19,3078,2239,2324,2100,3368,2181,1627,1255,1080,2338,1822,2486
ENSG00000011454.17,3408,2973,2741,1548,2808,1647,1846,1130,1265,1804,2536,2633
ENSG00000011465.17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011478.12,812,685,877,457,840,667,334,391,214,581,610,762
ENSG00000011485.15,4227,3362,3702,2611,4457,3140,2362,2061,1752,2782,2467,3641
ENSG00000011523.14,1273,985,1035,532,883,518,418,320,301,524,742,657
ENSG00000011566.15,3086,2264,2156,985,1713,977,998,763,802,1068,1226,1379
ENSG00000011590.14,6,4,5,1,9,3,2,5,2,5,3,11
ENSG00000011600.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011638.10,665,716,740,464,944,589,465,432,340,546,842,757
ENSG00000011677.13,1,0,0,1,0,0,0,0,1,0,0,0
ENSG00000012048.22,5590,4485,3938,3557,6236,3650,3079,1799,2252,3244,3521,4264
ENSG00000012061.15,2553,2075,2349,1670,2910,2192,2036,2064,1562,2035,2178,2875
ENSG00000012124.17,145,101,94,7,10,5,2,4,2,32,10,9
ENSG00000012171.20,223,242,234,556,1087,678,177,207,159,562,729,595
ENSG00000012174.12,1942,1537,1441,1599,2786,1601,1330,946,941,1267,1559,1629
ENSG00000012211.13,613,497,503,463,761,535,368,319,258,520,547,569
ENSG00000012223.13,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000012232.9,2860,2253,2240,2119,3769,2468,1581,1066,1327,2058,2182,2385
ENSG00000012504.15,245,282,287,66,144,98,57,36,32,89,111,119
ENSG00000012660.14,16707,12943,13949,7448,12144,7680,5603,4479,4138,5300,6371,7902
ENSG00000012779.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012817.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012822.16,1233,1450,1369,677,1276,742,602,503,394,935,1805,1087
ENSG00000012963.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012983.11,3049,2571,2337,1512,2629,1528,1641,1156,1119,1525,1918,2091
ENSG00000013016.16,2,3,2,24,29,12,7,4,2,46,46,40
ENSG00000013275.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000013288.9,2451,2003,1943,1405,2400,1468,877,755,706,1488,1841,1620
ENSG00000013293.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000013297.11,2,3,2,7,16,6,7,2,1,16,18,14
ENSG00000013306.16,9708,7583,9318,4270,7642,5793,5021,5069,3757,6208,5961,8291
ENSG00000013364.19,9348,8507,8363,9704,17633,11813,7484,8580,6917,9339,11690,11690
ENSG00000013374.16,3359,2813,2976,2862,5009,3376,2437,2040,1799,2603,3293,3626
ENSG00000013375.16,1941,1671,1565,1451,2350,1515,1192,950,853,1087,1472,1649
ENSG00000013392.8,275,241,233,209,418,244,178,169,124,193,321,272
ENSG00000013441.16,1774,1685,1728,1288,2459,1362,1551,1161,862,1102,1402,1799
ENSG00000013503.10,1124,937,830,680,1093,686,657,457,488,583,606,890
ENSG00000013523.10,819,721,681,493,893,531,420,291,295,523,587,649
ENSG00000013561.18,2167,1692,1869,1548,2841,1918,1182,1123,964,1242,1523,1597
ENSG00000013563.14,213,174,203,204,392,270,164,162,122,232,253,307
ENSG00000013573.17,6668,5788,6304,7347,13926,8894,4944,3566,2851,6203,5128,7845
ENSG00000013583.10,2875,2410,2839,2341,3917,2936,1481,1386,1116,1757,2007,2465
ENSG00000013588.8,18264,13765,14395,15853,25016,17847,17481,15910,13335,22424,24767,29588
ENSG00000013619.14,828,704,527,288,548,246,84,68,59,313,278,258
ENSG00000013725.14,9,5,3,12,16,10,9,5,12,11,26,9
ENSG00000013810.19,12956,9282,11308,6344,10691,7738,5854,4913,4960,7625,6925,9512
